"Subject","ID","Description","Status","Location","Start Date","End Date","Duration Hours","Duration Minutes","Reminder Time","Meeting Type","External App ID","Meeting Password","Start/Join Meeting","Host URL","Display URL","Meeting Creator","Parent Type","Parent ID","Outlook ID","Assigned to","assigned_user_id","Date Created","Date Modified","Created by","Modified by","Deleted","Email Reminder Time","Email reminder sent","Meeting update sequence","Repeat Type","Repeat Interval","Repeat Dow","Repeat Until","Repeat Count","Repeat Parent ID","Recurring Source","Google Event ID","Last Google Sync Timestamp","Longitude","Address","Geocode Status","Latitude"
"Meeting","156cf432-2cb0-725c-4097-69034704241c","Möte ang. en gemensam kund/assignment för remote inspection","Held","","01/21/2022 00:00","01/21/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ed4fd391-d8ae-a2e7-9a07-68f1fffa61f7","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"NEM","15921f2f-37cc-8996-3bd2-693c2f795225","","Held","","12/09/2025 15:15","12/09/2025 15:30","0","15","'-1","SuiteCRM","","","","","","","Accounts","f267284b-c1bb-661b-cfa1-68f1ff3d25b0","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","12/12/2025 15:05","12/12/2025 15:07","ebbf2708-f9cb-bff7-195e-68ff579f1d95","ebbf2708-f9cb-bff7-195e-68ff579f1d95","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Teracom forts.","159f6337-4ac0-40f9-3692-693c304f5617","","Held","","12/10/2025 15:15","12/10/2025 15:30","0","15","'-1","SuiteCRM","","","","","","","Accounts","6b3f0872-022f-3193-f6f6-68f1ffeeb22a","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","12/12/2025 15:11","12/12/2025 15:11","ebbf2708-f9cb-bff7-195e-68ff579f1d95","ebbf2708-f9cb-bff7-195e-68ff579f1d95","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","15c635b5-292b-cefd-3215-69034868838a","","Held","","11/29/2023 00:00","11/29/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0d333c2-9f84-2293-b42c-68f1fed579bc","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Samtal under Akamaievent","15c9d596-24a5-8978-d10f-6904b1a57c18","","Held","","05/30/2024 00:00","05/30/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3e5f3186-0dbd-0ea0-38db-68f1ff6f0c31","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","15cc4360-e96e-9b7e-c252-690347522182","","Held","","09/21/2020 00:00","09/21/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","345a31be-7475-61d0-f15f-68f1fff80af1","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","15e13eb4-6047-ff82-cab6-690347508871","","Held","","05/13/2022 00:00","05/13/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","193dbbd5-2665-c9cf-673d-68f1fea758b4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","16131692-49eb-76b7-8b36-6903486cf161","","Held","","04/15/2024 00:00","04/15/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ba0a3285-0f79-3dd9-ac20-68f1ff54eb04","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","16aa203d-ac06-50ff-1bf7-68fb78c00343","Kvartalsmöte. ","Held","","06/03/2024 00:00","06/03/2024 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","3f15bfba-692a-69e4-afe1-68f1ff69ffd1","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","16aea809-87c6-b9e1-fe9d-690347d6ec8d","Intromöte med Juliet, ny produktägare för FAST offerings på Red Bee Media","Held","","05/18/2022 00:00","05/18/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a2a977eb-a069-35c9-2856-68f1ff32b8a3","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","16b44c14-5cfc-9f2f-f200-690348124a2b","","Held","","03/10/2025 00:00","03/10/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","da529ae6-2fac-3e92-6ca1-68f1ff4f0c4d","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","16e7236a-1416-0560-ac66-6903484d6fdd","","Held","","05/21/2025 00:00","05/21/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c9fd4899-0462-d65e-081f-68f1ffe0574a","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","171137ce-f07c-7f78-e758-690348b6a2e7","","Held","","07/11/2025 00:00","07/11/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c6591c07-ec56-3d3f-8199-68f1fe7793b2","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","172ce39c-3f3c-86e9-ccf7-69034702aee3","","Held","","05/20/2021 00:00","05/20/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","40ad8227-9cc2-0245-f64a-68f1ff3fa010","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","1738e930-8879-90bf-c1b5-6903480302f1","","Held","","03/20/2024 00:00","03/20/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a7268286-a622-26b8-fc83-68f1fe9535fb","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","1739e7ef-9b53-8bf4-65d9-690348003b56","Möte ang. DAI i norge","Held","","02/11/2025 00:00","02/11/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5cbf9ab7-f977-21aa-5feb-68f1ffe1f80e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","174ce2e0-2e0e-fce2-1f6e-68fb783c2aaa","Kvartalsmöte. Sätt upp delad Slack för deras utvecklare med våra. ","Held","","05/23/2022 00:00","05/23/2022 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","e0b76113-b9bf-af22-b777-68f1ff5d0024","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:17","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","1753ce7a-c746-e8ba-0c41-6903480fb91a","Demo av NETINT","Held","","02/01/2023 00:00","02/01/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","95ac2a84-aa13-7cb8-0049-68f1fffc1dae","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Demo","1773a946-3f0d-19d6-a0fe-6903487b0342","","Held","","11/07/2024 00:00","11/07/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5d7fc2f6-33c9-84c2-5137-68f1ff737f5d","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","178a7ac6-c238-21ec-71df-69034894069c","","Held","","04/08/2025 00:00","04/08/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4cabc782-6abb-8a7b-9663-68f1ffdd9f0f","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","179e7a7a-c6ac-56d6-009d-690347af3b31","<p style=""margin:0cm;"">NEP update:</p><p>o<span>   </span>Been busy with European Soccer and Olympics</p><p>o<span>   </span>Origin replacement project will continue</p><p>§<span>  </span>About to shortlist and start POCs</p>","Held","","09/10/2021 00:00","09/10/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ba0a3285-0f79-3dd9-ac20-68f1ff54eb04","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17abae36-9d4d-2985-1b41-690347668b0f","Möte i Berlin för att prata om en solution audit på deras nuvarande platform. De kör i dag open source Kaltura för video och en egen byggd lösning för FAST kanaler mha AWS","Held","","05/23/2022 00:00","05/23/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","353dcabf-cce4-1a49-96f8-68f1ff6330bf","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17ca45aa-8138-4d02-556e-690348695d5f","Meeting at IBC. Uppköpta av Wowza","Held","","09/09/2022 00:00","09/09/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","f33869f8-c02c-2fdc-bccc-68f1ff349c61","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17d1ca70-d3c3-d460-9200-690348e5967a","Möte på NAB NYC","Held","","10/20/2022 00:00","10/20/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3056c7ee-471c-6eeb-0d72-68f1fe1b560c","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17d687a9-10ec-dbfe-9c98-68fb78e2935b","Lunch","Held","","05/09/2023 00:00","05/09/2023 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","d933c57a-f3e4-e99f-2e66-68f1fe86f09d","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17db563d-7256-0d21-481b-690348aaca65","","Held","","03/31/2025 00:00","03/31/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b3d7b45f-8eb6-8aa1-cec2-68f1fe86e37b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17ee04d3-ea7c-23ce-21a5-690348ac9757","","Held","","05/03/2023 00:00","05/03/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","62c374f5-dcff-04bf-fb23-68f1ff5761a1","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17f07f8b-ecac-3a05-ac51-690348f5aa24","Träffades på EBU PTS. Pratade om deras initiativ till en open source standard för SI inom media.","Held","","01/30/2025 00:00","01/30/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e13a960d-677b-5368-aff2-68f1ff266589","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17f173cc-165f-e290-0472-690348d5b21e","","Held","","05/21/2024 00:00","05/21/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c78235f6-4bc0-7d07-f052-68f1ff0fee4c","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","17fafb1b-0d89-037e-1ce3-690347b4c53d","Ett avstämningsmöte. Fokus på att paketera en streaming platform för nicheade branscher såsom video-shoping och learning.
<div><br /></div>
<div>Bestämde att vi skall träffa Niklas, och sedan sätta upp ett kvartalsmöte mot slutet på året</div>
<div><br /></div>
<div>Förfrågan om trendspaning som vi skall återkoppla på till veckan</div>","Held","","08/27/2021 00:00","08/27/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a4bb91ab-5a2e-367c-92e9-68f1ffd405ef","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18176bb4-481c-0291-0b32-690347ff7fa0","Diskussion ang. uppdrag för solution audit av Funkes videolösning","Held","","05/09/2022 00:00","05/09/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","353dcabf-cce4-1a49-96f8-68f1ff6330bf","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","182f0629-8bc0-e450-b976-69034740b5f3","","Held","","02/18/2021 00:00","02/18/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b3d7b45f-8eb6-8aa1-cec2-68f1fe86e37b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","1837aac6-8571-da2f-c9c3-690348d79f36","","Held","","05/14/2025 00:00","05/14/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","319308b0-bd6f-433a-7d8c-68f1ff5701b7","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18460b1f-50b6-46be-f224-690348bdae4e","SportsPro OTT Summit","Held","","11/30/2022 00:00","11/30/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","381e7997-52f6-ddf3-6f61-68f1fe094b59","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Partnermeeting","1847d8e0-ebe1-c27f-2192-690347265ae0","","Held","","09/29/2020 00:00","09/29/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","39e72773-abc2-6b13-2483-68f1ff93dd58","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18484356-cda8-d1a9-ddc8-690348ca2266","Diskussion om audit för UHD","Held","","06/11/2025 00:00","06/11/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3e5f3186-0dbd-0ea0-38db-68f1ff6f0c31","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Lunch med Emelie och Helén","1857a3ae-6c37-0ab1-5949-6904b14bb6b0","Bra lunch med Emelie och Helén. De kämpar på med sin utredning och är i slutfasen av den. Finns inte några större öppningar för att jobba med oss, både behovsmässigt men också budgetmässigt. Vi håller kontakten.","Held","","05/08/2025 00:00","05/08/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9ed8d9ba-bf2a-7488-dd82-68f1ffa0727f","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18a7291f-3cdf-ca0c-6c8c-690348b514e4","","Held","","01/18/2024 00:00","01/18/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","f267284b-c1bb-661b-cfa1-68f1ff3d25b0","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18ab3d25-15ea-5d18-6ebb-690348724bcc","","Held","","04/30/2025 00:00","04/30/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9796a1f0-6131-1da2-b71e-68f1ffbb2444","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18c27b1c-d93f-34b1-24fa-690348cecb88","","Held","","04/07/2025 00:00","04/07/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","2ba0033a-fb9f-deb8-16c8-68f1fff561c4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18cf451d-8e26-fb97-b560-6903472dcbc0","","Held","","04/26/2022 00:00","04/26/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","f267284b-c1bb-661b-cfa1-68f1ff3d25b0","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","18d67953-99af-b919-8979-690347ea54eb","Call about a potential audit","Held","","10/19/2021 00:00","10/19/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","44dbd29f-4276-9922-f3d5-68f1ff6fc2fc","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","18e74dbe-4195-b6da-3b84-690348f79135","","Held","","06/20/2023 00:00","06/20/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8be68601-0456-396c-a4f7-68f1fffd1f45","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","1921cbd6-366a-ec6e-283b-690347e08fdf","","Held","","11/04/2020 00:00","11/04/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a2a977eb-a069-35c9-2856-68f1ff32b8a3","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","1973de73-56ca-7844-a995-690348e22247","","Held","","03/30/2023 00:00","03/30/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9016fb2a-7e92-3f0a-5414-68f1feb6bb19","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Open Live light","199106ac-10c5-9c81-07c6-6945714cbc51","","Held","","12/14/2025 10:00","12/14/2025 10:45","0","45","'-1","SuiteCRM","","","","","","","Accounts","4c2c0763-d9c9-65c0-c6cc-68f1ff96055e","","adminalex","1","12/19/2025 15:37","12/19/2025 15:37","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
